ID,split,knowledge concept,question,option,answer,image_path,key,question number,knowledge concept description
3stpes_4,testmini,Properties and Understanding of Squares,"As shown in the figure, quadrilateral DEOF is a square, and the diagonal OD = 1 cm. Then EF = ( ) cm, and OD and EF are ( ) to each other.","A. 4, parallel; B. 1, parallel; C. 2, perpendicular; D. 1, perpendicular; E. No correct answer",D,extracted_images/4-2.png,3steps_2,1249,"Properties and Understanding of Squares:
1. A square is a special type of parallelogram. A parallelogram with one pair of adjacent sides equal and one right angle is called a square, also known as a regular quadrilateral.
2. Both pairs of opposite sides are parallel; all four sides are equal; adjacent sides are perpendicular to each other.
3. All four angles are 90°, and the sum of the interior angles is 360°.
4. The diagonals are perpendicular to each other; the diagonals are equal in length and bisect each other; each diagonal bisects a pair of opposite angles.
5. A square is both a centrally symmetric figure and an axisymmetric figure (with four lines of symmetry)."
3stpes_4,testmini,Area of Squares,"As shown in the figure, the diagonals of square DFEO are OD and EF. What is the area of square DFEO? ( ) cm²",A. 0.5; B. 3; C. 2; D. 1; E. No correct answer,A,extracted_images/4-3.png,3steps_3,1414,"Area of Squares:
1. The area of a square is equal to the square of its side length: S = a * a.
2. The area of a square is equal to the square of the length of its diagonal divided by two."
3stpes_4,testmini,Understanding Sectors;Properties and Understanding of Squares;Area of Squares,"As shown in the figure, the square DEOF is within a sector with a central angle of 90°. What is the area of the square? ( ) cm²",A. 0.5; B. 3; C. 2; D. 1; E. No correct answer,A,extracted_images/4-multi.png,3steps_multi,1579,"Understanding Sectors:
1. A sector is a shape formed by a circular arc and the two radii connecting the endpoints of the arc to the center of the circle.
2. All radii in a sector are equal in length.
3. The part of the circle between two points A and B is called an ""arc"".
4. An angle with its vertex at the center of the circle is called a ""central angle"".
Properties and Understanding of Squares:
1. A square is a special type of parallelogram. A parallelogram with one pair of adjacent sides equal and one right angle is called a square, also known as a regular quadrilateral.
2. Both pairs of opposite sides are parallel; all four sides are equal; adjacent sides are perpendicular to each other.
3. All four angles are 90°, and the sum of the interior angles is 360°.
4. The diagonals are perpendicular to each other; the diagonals are equal in length and bisect each other; each diagonal bisects a pair of opposite angles.
5. A square is both a centrally symmetric figure and an axisymmetric figure (with four lines of symmetry).
Area of Squares:
1. The area of a square is equal to the square of its side length: S = a * a.
2. The area of a square is equal to the square of the length of its diagonal divided by two."
3stpes_5,testmini,Area of Trapezoids,"Given that quadrilateral ABCD is a trapezoid as shown in the figure, with an area of 20 cm², what is the height BF of trapezoid ABCD in cm?",A. 4; B. 3; C. 2; D. 1; E. No correct answer,A,extracted_images/5-1.png,3steps_1,1085,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
3stpes_5,testmini,Properties and Understanding of Parallelograms,"As shown in the figure, quadrilateral ABCE is a parallelogram, AB = 3 cm, then CE = ( ) cm  ",A. 4; B. 3; C. 2; D. 1; E. No correct answer,B,extracted_images/5-2.png,3steps_2,1250,"Properties and Understanding of Parallelograms:
1. A parallelogram is a closed shape in a plane formed by two pairs of parallel line segments.
2. A quadrilateral with two pairs of opposite sides parallel is called a parallelogram.
3. Rectangles, rhombuses, and squares are special types of parallelograms.
4. In a parallelogram, both pairs of opposite sides are equal in length, both pairs of opposite angles are equal, adjacent angles are supplementary, the height (distance between the parallel lines) is the same everywhere, and the diagonals bisect each other.
5. The height of a parallelogram is the perpendicular segment drawn from a point on one side to the opposite side, and this segment is called the height of the parallelogram.
6. To draw a parallelogram, first draw two parallel and equal-length line segments, then connect the endpoints of these two segments to form a quadrilateral."
3stpes_5,testmini,Area of Triangles,"As shown in the figure, the area of triangle BCE is () cm².",A. 6; B. 3; C. 2; D. 1; E. No correct answer,A,extracted_images/5-3.png,3steps_3,1415,"Area of Triangles:
1. If the base is a and the height is h, then the area of a triangle is S = 1/2 ah.
2. The area of a right triangle is equal to the product of its two legs divided by two.
3. If the area and height of a triangle are known, its base length can be calculated. Similarly, if the area and base length of a triangle are known, its height can be determined."
3stpes_5,testmini,Area of Trapezoids;Properties and Understanding of Parallelograms;Area of Triangles,"As shown in the figure, quadrilateral ABCD is a trapezoid, and quadrilateral ABCE is a parallelogram. Given that the area of trapezoid ABCD is 20 cm², what is the area of triangle BCE in cm²?",A. 6; B. 3; C. 2; D. 1; E. No correct answer,A,extracted_images/5-multi.png,3steps_multi,1580,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h.
Properties and Understanding of Parallelograms:
1. A parallelogram is a closed shape in a plane formed by two pairs of parallel line segments.
2. A quadrilateral with two pairs of opposite sides parallel is called a parallelogram.
3. Rectangles, rhombuses, and squares are special types of parallelograms.
4. In a parallelogram, both pairs of opposite sides are equal in length, both pairs of opposite angles are equal, adjacent angles are supplementary, the height (distance between the parallel lines) is the same everywhere, and the diagonals bisect each other.
5. The height of a parallelogram is the perpendicular segment drawn from a point on one side to the opposite side, and this segment is called the height of the parallelogram.
6. To draw a parallelogram, first draw two parallel and equal-length line segments, then connect the endpoints of these two segments to form a quadrilateral.
Area of Triangles:
1. If the base is a and the height is h, then the area of a triangle is S = 1/2 ah.
2. The area of a right triangle is equal to the product of its two legs divided by two.
3. If the area and height of a triangle are known, its base length can be calculated. Similarly, if the area and base length of a triangle are known, its height can be determined."
3stpes_6,testmini,"Cardinal Directions (East, South, West, North)","As shown in the figure, point B is directly north of point A, and point C is directly east of point B. What is the positional relationship between AB and BC? ( )",A. Parallel; B. Perpendicular; C. Cannot be determined; D. No correct answer,B,extracted_images/6-1.png,3steps_1,1086,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction."
3stpes_6,testmini,Properties and Understanding of Triangles,"As shown in the figure, AB is perpendicular to BC. Mike needs 5 meters to walk from A to B, and 5 meters to walk from B to C. What is the measure of ∠BAC? ( )°",A. 45; B. 60; C. 72; D. 90; E. No correct answer,A,extracted_images/6-2.png,3steps_2,1251,"Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change."
3stpes_6,testmini,"Southeast, Southwest, Northeast, Northwest Directions","As shown in the figure, Mike's initial position is at point A. He walks 5 meters north to reach point B, then walks 5 meters east to reach point C. In which direction is point C from point A?",A. North by west 45°; B. South by east 45°; C. North by east 45°; D. South by west 45°; E. No correct answer,C,extracted_images/6-3.png,3steps_3,1416,"Southeast, Southwest, Northeast, Northwest Directions:
1.Northeast lies 45 degrees north of due east, southeast lies 45 degrees south of due east, northwest lies 45 degrees west of due north, and southwest lies 45 degrees west of due south."
3stpes_6,testmini,"Cardinal Directions (East, South, West, North);Properties and Understanding of Triangles;Southeast, Southwest, Northeast, Northwest Directions","As shown in the figure, Mike's initial position is at point A. He walks 5 meters north to reach point B, and then walks 5 meters east to reach point C. In which direction is point C from point A?",A. North by west 45°; B. South by east 45°; C. North by east 45°; D. South by west 45°; E. No correct answer,C,extracted_images/6-multi.png,3steps_multi,1581,"Cardinal Directions (East, South, West, North):
1. Maps usually use ""up"" to represent north, ""down"" to represent south, ""left"" to represent west, and ""right"" to represent east.
2. South is opposite to north, and west is opposite to east; northwest is opposite to southeast, and northeast is opposite to southwest.
3. East, south, west, and north are arranged in a clockwise direction.
Properties and Understanding of Triangles:
1. A triangle is a closed geometric figure formed by three line segments connected end-to-end in sequence.
2. By angle classification: Acute triangle: All three interior angles of the triangle are less than 90 degrees. Right triangle: One of the three interior angles of the triangle is exactly 90 degrees. Obtuse triangle: One of the three interior angles of the triangle is greater than 90 degrees.
3. By side classification: Scalene triangle: A triangle where all three sides are of different lengths. Isosceles triangle: A triangle with two equal sides. Equilateral triangle: A triangle with all three sides equal.
4. The sum of the interior angles of a triangle in a plane is 180 degrees.
5. The sum of the lengths of any two sides of a triangle is greater than the length of the third side, and the difference between the lengths of any two sides is less than the length of the third side.
6. The height of a triangle is the perpendicular line segment drawn from a vertex to the opposite side.
7. To draw the height of a triangle: Choose one side as the base. Find the vertex opposite the base. Using a ruler and compass, draw a perpendicular line from the vertex to the base. Ensure to mark the right angle symbol, indicating it is the height.
8. Once the lengths of the three sides of a triangle are determined, the triangle is fixed. The angles and the area enclosed by the three sides do not change.
Southeast, Southwest, Northeast, Northwest Directions:
1.Northeast lies 45 degrees north of due east, southeast lies 45 degrees south of due east, northwest lies 45 degrees west of due north, and southwest lies 45 degrees west of due south."
3stpes_7,testmini,Properties of Cones,"As shown in the figure, triangle ABC is the cross-section of a cone cut along its middle. The height of the cone is as shown in the figure. What is the height of triangle ABC? ( ) cm",A. 4; B. 3; C. 2; D. 1; E. No correct answer,B,extracted_images/7-1.png,3steps_1,1087,"Properties of Cones:
1. The base of a cone is a circle, and the lateral surface of a cone is a curved surface.
2. The distance from the apex of the cone to the center of the base is the height of the cone.
3. When the lateral surface of a cone is unfolded, it forms a sector.
4. The line segment from the apex of the cone to any point on the edge of the base is called the slant height of the cone, and all slant heights are equal in length."
3stpes_7,testmini,Area of Triangles,"As shown in the figure, the area of triangle ABC is 3 cm², and its height is equal to the height OA of the cone. What is the length of the base BC of the triangle? ( ) cm",A. 4; B. 3; C. 2; D. 1; E. No correct answer,C,extracted_images/7-2.png,3steps_2,1252,"Area of Triangles:
1. If the base is a and the height is h, then the area of a triangle is S = 1/2 ah.
2. The area of a right triangle is equal to the product of its two legs divided by two.
3. If the area and height of a triangle are known, its base length can be calculated. Similarly, if the area and base length of a triangle are known, its height can be determined."
3stpes_7,testmini,Volume and Capacity of Cones,"As shown in the figure, the height of the cone is OA, and the diameter of the base is BC. What is the volume of the cone? ( ) cm³",A. 3π; B. 1π; C. 2π; D. No correct answer,B,extracted_images/7-3.png,3steps_3,1417,"Volume and Capacity of Cones:
1. Volume formula: The formula for calculating the volume of a cone is V = (1/3)πr²h, where r is the radius of the base of the cone and h is the height of the cone. This formula indicates that the volume of a cone is one-third the volume of a cylinder with the same base and height.
2. Relationship between height and volume: If the volume of a cone is known, the height of the cone can be calculated using the formula h = 3V/(πr²), where V is the volume of the cone and r is the radius of the base.
3. Relationship between base area and volume: Similarly, if the volume of a cone is known, the base area of the cone can be calculated using the formula A = 3V/h, where V is the volume of the cone and h is the height.
4. The capacity of a cone usually refers to the amount of space a conical container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods.
5. Generally, π is taken as 3.14."
3stpes_7,testmini,Properties of Cones;Area of Triangles;Volume and Capacity of Cones,"If the cone shown in the figure is cut along the middle, the area of the triangle ABC at the cut surface is 3 cm², then what is the volume of the cone in cm³?",A. 3π; B. 1π; C. 2π; D. No correct answer,B,extracted_images/7-multi.png,3steps_multi,1582,"Properties of Cones:
1. The base of a cone is a circle, and the lateral surface of a cone is a curved surface.
2. The distance from the apex of the cone to the center of the base is the height of the cone.
3. When the lateral surface of a cone is unfolded, it forms a sector.
4. The line segment from the apex of the cone to any point on the edge of the base is called the slant height of the cone, and all slant heights are equal in length.
Area of Triangles:
1. If the base is a and the height is h, then the area of a triangle is S = 1/2 ah.
2. The area of a right triangle is equal to the product of its two legs divided by two.
3. If the area and height of a triangle are known, its base length can be calculated. Similarly, if the area and base length of a triangle are known, its height can be determined.
Volume and Capacity of Cones:
1. Volume formula: The formula for calculating the volume of a cone is V = (1/3)πr²h, where r is the radius of the base of the cone and h is the height of the cone. This formula indicates that the volume of a cone is one-third the volume of a cylinder with the same base and height.
2. Relationship between height and volume: If the volume of a cone is known, the height of the cone can be calculated using the formula h = 3V/(πr²), where V is the volume of the cone and r is the radius of the base.
3. Relationship between base area and volume: Similarly, if the volume of a cone is known, the base area of the cone can be calculated using the formula A = 3V/h, where V is the volume of the cone and h is the height.
4. The capacity of a cone usually refers to the amount of space a conical container can hold. In the absence of special instructions, capacity and volume can be considered the same concept, using the same units and calculation methods.
5. Generally, π is taken as 3.14."
3stpes_8,testmini,Properties and Understanding of Parallelograms,"As shown in the figure, quadrilateral ABCD is a trapezoid, with the lower base being three times the length of the upper base. When the upper base is extended to point E, it becomes a parallelogram, specifically parallelogram ABCE in the figure. What is the length of AD in cm?",A. 4; B. 3; C. 2; D. 1; E. No correct answer,B,extracted_images/8-1.png,3steps_1,1088,"Properties and Understanding of Parallelograms:
1. A parallelogram is a closed shape in a plane formed by two pairs of parallel line segments.
2. A quadrilateral with two pairs of opposite sides parallel is called a parallelogram.
3. Rectangles, rhombuses, and squares are special types of parallelograms.
4. In a parallelogram, both pairs of opposite sides are equal in length, both pairs of opposite angles are equal, adjacent angles are supplementary, the height (distance between the parallel lines) is the same everywhere, and the diagonals bisect each other.
5. The height of a parallelogram is the perpendicular segment drawn from a point on one side to the opposite side, and this segment is called the height of the parallelogram.
6. To draw a parallelogram, first draw two parallel and equal-length line segments, then connect the endpoints of these two segments to form a quadrilateral."
3stpes_8,testmini,Area of Trapezoids,"As shown in the figure, quadrilateral ABCD is a trapezoid with an area of 48 cm². Its lower base is three times the length of its upper base, and the length of AD is as shown in the figure. What is the height AF of the trapezoid? ( ) cm",A. 6; B. 7; C. 8; D. 9; E. No correct answer,C,extracted_images/8-2.png,3steps_2,1253,"Area of Trapezoids:
1. Using the letters a and b to represent the upper base and the lower base of a trapezoid, and the letter h to represent the height of the trapezoid, the formula for the area of a trapezoid can be expressed as S = 1/2 (a + b) × h."
3stpes_8,testmini,Area of Parallelograms,"In parallelogram ABCE, the lengths of AF and AE are as shown in the figure. What is the area of parallelogram ABCE? ( ) cm²",A. 45; B. 60; C. 72; D. 90; E. No correct answer,C,extracted_images/8-3.png,3steps_3,1418,"Area of Parallelograms:
1. The area of a parallelogram is equal to the base times the height, S = ah."
